OID,BlockCode,GEO_ID,BCTCB2010,BoroCode,NTA Code,NTA Name,Borough,PUMA,Maximum Residential Broadband Speed by Block,Residential ISP Count by Block,Commerical Fiber Count by Block
14537,360850114011012,360850114011,50114011012,5,SI36,Old Town-Dongan Hills-South Beach,Staten Island,3902,940,2,1
14538,360850114012005,360850114012,50114012005,5,SI36,Old Town-Dongan Hills-South Beach,Staten Island,3902,940,1,0
14539,360850114012006,360850114012,50114012006,5,SI36,Old Town-Dongan Hills-South Beach,Staten Island,3902,940,2,1
14540,360850114012007,360850114012,50114012007,5,SI36,Old Town-Dongan Hills-South Beach,Staten Island,3902,940,2,1
14541,360850114012008,360850114012,50114012008,5,SI36,Old Town-Dongan Hills-South Beach,Staten Island,3902,940,2,1
14542,360850114012009,360850114012,50114012009,5,SI36,Old Town-Dongan Hills-South Beach,Staten Island,3902,940,1,0
14543,360850114012010,360850114012,50114012010,5,SI36,Old Town-Dongan Hills-South Beach,Staten Island,3902,940,1,0
14544,360850114012011,360850114012,50114012011,5,SI36,Old Town-Dongan Hills-South Beach,Staten Island,3902,940,2,1
14545,360850114012012,360850114012,50114012012,5,SI36,Old Town-Dongan Hills-South Beach,Staten Island,3902,940,2,1
14546,360850114012013,360850114012,50114012013,5,SI36,Old Town-Dongan Hills-South Beach,Staten Island,3902,940,2,1
14547,360850114012014,360850114012,50114012014,5,SI36,Old Town-Dongan Hills-South Beach,Staten Island,3902,940,2,1
14548,360850114012015,360850114012,50114012015,5,SI36,Old Town-Dongan Hills-South Beach,Staten Island,3902,940,2,1
14549,360850114012016,360850114012,50114012016,5,SI36,Old Town-Dongan Hills-South Beach,Staten Island,3902,940,2,2
14550,360850122002005,360850122002,50122002005,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,2
14551,360850122001004,360850122001,50122001004,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,2
14552,360850122001005,360850122001,50122001005,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,2
14553,360850122001006,360850122001,50122001006,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,2
14554,360850122001012,360850122001,50122001012,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,2
14555,360850122001013,360850122001,50122001013,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,2
14556,360850122002004,360850122002,50122002004,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,2
14557,360850122002008,360850122002,50122002008,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,2
14558,360850122002010,360850122002,50122002010,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,2
14559,360850122002011,360850122002,50122002011,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,2
14560,360850122002012,360850122002,50122002012,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,2
14561,360850122002013,360850122002,50122002013,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,2
14562,360850122002014,360850122002,50122002014,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,3
14563,360850122003000,360850122003,50122003000,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,2
14564,360850122003001,360850122003,50122003001,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,2
14565,360850122003005,360850122003,50122003005,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,2
14566,360850122003006,360850122003,50122003006,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,2
14567,360850122003007,360850122003,50122003007,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,2
14568,360850122003008,360850122003,50122003008,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,1,1
14569,360850122003009,360850122003,50122003009,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,2
14570,360850122003010,360850122003,50122003010,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,2
14571,360850122003011,360850122003,50122003011,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,2
14572,360850122003012,360850122003,50122003012,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,2
14573,360850122004000,360850122004,50122004000,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,2
14574,360850122004001,360850122004,50122004001,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,2
14575,360850122004004,360850122004,50122004004,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,2
14576,360850122004005,360850122004,50122004005,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,2
14577,360850122004007,360850122004,50122004007,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,2
14578,360850122001000,360850122001,50122001000,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,1
14579,360850122001001,360850122001,50122001001,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,1
14580,360850122001002,360850122001,50122001002,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,1
14581,360850122001003,360850122001,50122001003,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,1
14582,360850122001007,360850122001,50122001007,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,1
14583,360850122001008,360850122001,50122001008,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,1
14584,360850122001009,360850122001,50122001009,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,1
14585,360850122001010,360850122001,50122001010,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,1
14586,360850122001011,360850122001,50122001011,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,1
14587,360850122002000,360850122002,50122002000,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,1
14588,360850122002001,360850122002,50122002001,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,1
14589,360850122002002,360850122002,50122002002,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,1
14590,360850122002003,360850122002,50122002003,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,1
14591,360850122002006,360850122002,50122002006,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,1
14592,360850122002007,360850122002,50122002007,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,1
14593,360850122002009,360850122002,50122002009,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,1
14594,360850122003002,360850122003,50122003002,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,1
14595,360850122003003,360850122003,50122003003,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,1
14596,360850122003004,360850122003,50122003004,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,1
14597,360850122003013,360850122003,50122003013,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,1
14598,360850122003014,360850122003,50122003014,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,1
14599,360850122003015,360850122003,50122003015,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,1
14600,360850122004002,360850122004,50122004002,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,1
14601,360850122004003,360850122004,50122004003,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,1
14602,360850122004006,360850122004,50122004006,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,1
14603,360850122004008,360850122004,50122004008,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,1
14604,360850122004009,360850122004,50122004009,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,1
14605,360850122004010,360850122004,50122004010,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,1
14606,360850122004011,360850122004,50122004011,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,1
14607,360850122004012,360850122004,50122004012,5,SI45,New Dorp-Midland Beach,Staten Island,3902,940,2,1
14608,360850128063000,360850128063,50128063000,5,SI25,Oakwood-Oakwood Beach,Staten Island,3901,940,2,1
14609,360850128061004,360850128061,50128061004,5,SI25,Oakwood-Oakwood Beach,Staten Island,3901,940,2,2
14610,360850128061005,360850128061,50128061005,5,SI25,Oakwood-Oakwood Beach,Staten Island,3901,940,2,2
14611,360850128061006,360850128061,50128061006,5,SI25,Oakwood-Oakwood Beach,Staten Island,3901,940,2,2
14612,360850128061007,360850128061,50128061007,5,SI25,Oakwood-Oakwood Beach,Staten Island,3901,940,2,2
14613,360850128061008,360850128061,50128061008,5,SI25,Oakwood-Oakwood Beach,Staten Island,3901,940,2,2
14614,360850128061009,360850128061,50128061009,5,SI25,Oakwood-Oakwood Beach,Staten Island,3901,940,2,2
14615,360850128061014,360850128061,50128061014,5,SI25,Oakwood-Oakwood Beach,Staten Island,3901,940,2,2
14616,360850128061015,360850128061,50128061015,5,SI25,Oakwood-Oakwood Beach,Staten Island,3901,940,2,2
14617,360850128061016,360850128061,50128061016,5,SI25,Oakwood-Oakwood Beach,Staten Island,3901,940,2,2
14618,360850128062000,360850128062,50128062000,5,SI25,Oakwood-Oakwood Beach,Staten Island,3901,940,2,2
14619,360850128062001,360850128062,50128062001,5,SI25,Oakwood-Oakwood Beach,Staten Island,3901,940,2,2
14620,360850128062002,360850128062,50128062002,5,SI25,Oakwood-Oakwood Beach,Staten Island,3901,940,2,2
14621,360850128062003,360850128062,50128062003,5,SI25,Oakwood-Oakwood Beach,Staten Island,3901,940,2,2
14622,360850128064007,360850128064,50128064007,5,SI25,Oakwood-Oakwood Beach,Staten Island,3901,940,2,2
14623,360850128064013,360850128064,50128064013,5,SI25,Oakwood-Oakwood Beach,Staten Island,3901,940,2,2
14624,360850128060001,360850128060,50128060001,5,SI25,Oakwood-Oakwood Beach,Staten Island,3901,,,
14625,360850128061000,360850128061,50128061000,5,SI25,Oakwood-Oakwood Beach,Staten Island,3901,940,2,1
14626,360850128061001,360850128061,50128061001,5,SI25,Oakwood-Oakwood Beach,Staten Island,3901,940,2,1
14627,360850128061002,360850128061,50128061002,5,SI25,Oakwood-Oakwood Beach,Staten Island,3901,940,2,1
14628,360850128061003,360850128061,50128061003,5,SI25,Oakwood-Oakwood Beach,Staten Island,3901,940,2,1
